//This is the Matrix of Operator and Observable
//The horizontal axis order of the observables are listed as below
sigma_WW@182.66,sigma_1@182.66,sigma_2@182.66,sigma_3@182.66,sigma_4@182.66,sigma_5@182.66,sigma_6@182.66,sigma_7@182.66,sigma_8@182.66,sigma_9@182.66,sigma_10@182.66
//different energy is seperated to different matrix
//The vertical axis order of the Operators are listed as below
cHQM,cHQP,cpt,cHtb,ctW,cbW,ctB,cpDC,cpl3,cpWB,cllp,cll,cpl,cle,cpe,cpq,cpq3,cpu,cpd,clq1,clq3,clu,cld,ceq,ceu,ced,cee,cpb,clQP,clt,clb,ceqt,cet,ceb,cWWW,cbB,ctH,cbH

 //ecm=182.66GeV Matrix:
-0.059238,-0.00181437,-0.00224967,-0.00282535,-0.00345314,-0.00425458,-0.00534711,-0.0068186,-0.00898228,-0.012328,-0.0179424
0.0140706,0.000635349,0.000717097,0.00083555,0.000959303,0.0011201,0.00134189,0.00163773,0.00207084,0.00272954,0.00378398
0.0696927,0.00216397,0.00266779,0.00333855,0.0040713,0.00500931,0.00629034,0.00801721,0.0105576,0.0144861,0.0210772
-0.00144857,-5.44991e-05,-6.38435e-05,-7.68013e-05,-9.0724e-05,-0.000108736,-0.000133537,-0.000166955,-0.000216198,-0.000292118,-0.000417824
-0.010605,-0.00110138,-0.00108125,-0.00110879,-0.00112818,-0.0011697,-0.00123713,-0.00131281,-0.00140374,-0.00147821,-0.00136697
0.000954513,7.05463e-05,7.48161e-05,8.18039e-05,8.78011e-05,9.53098e-05,0.000105292,0.000117214,0.000133331,0.000154576,0.000176877
0.0264148,0.000543104,0.000766132,0.0010439,0.00135145,0.00174043,0.00226984,0.00299204,0.00406626,0.00575839,0.00869759
-1.6077,-0.0501263,-0.0606075,-0.0766534,-0.0954449,-0.114534,-0.149056,-0.187052,-0.245854,-0.335487,-0.478161
-1.76437,0.051583,0.0242785,0.00187888,-0.0316762,-0.0688741,-0.12417,-0.191018,-0.299704,-0.473532,-0.777578
-3.27416,-0.0311247,-0.0546548,-0.0919613,-0.139017,-0.185192,-0.268131,-0.363849,-0.523895,-0.763311,-1.17072
0,0,0,0,0,0,0,0,0,0,0
3.1196,0.0960877,0.124941,0.151323,0.186425,0.228527,0.288954,0.361384,0.479997,0.649181,0.915121
-0.176898,-0.111892,-0.103645,-0.0954225,-0.0848867,-0.0696717,-0.0540262,-0.0310038,0.00660799,0.0700277,0.197224
0,0,0,0,0,0,0,0,0,0,0
-0.176935,-0.0212017,-0.0214932,-0.0225124,-0.0229615,-0.0223969,-0.0225712,-0.0216069,-0.0202138,-0.0183291,-0.0162697
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.0299472,0.0467462,0.0422597,0.0379719,0.0329603,0.0258623,0.0176096,0.00480895,-0.0124109,-0.0381535,-0.0913343
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0

